Order Date,"Order
Type",Seller Order ID,Order ID,Inventory,Status,Tracking,Package Count,Qty,"Sale 
Price ","Sale 
price",Shipping Charged,"AMZ
Fee","Total 
Rate","Tax
fees",Shipping,"Unit 
cost","Total 
Cost ",Refund,Profit ,Loss,ROI,"Return
Refund","Veeqo 
Credits",3PL Cost,Net
"Mon, Feb 16",Dropship,113-3026797-4881014,47Y27Y3,,Delivered,1Z5RE6980333038452,0,1,$44.70,$44.70,$0.00,$6.71 ,$38.00 ,$0.00,$10.04,$18.37,$28.41 ,,$9.59 ,,,,,,
"Mon, Feb 16",Dropship,113-8757668-2784218,01LJCCB,,Delivered,1Z81V6210363378884,0,1,$43.49,$43.49,$0.00,$6.52 ,$36.97 ,$0.00,$10.04,$25.95,$35.99 ,,$0.98 ,,,,,,
"Mon, Feb 16",Dropship,112-8612531-0908211,25R2NCZ,,Delivered,1Z5808E40368086410,0,1,$59.95,$59.95,$0.00,$8.99 ,$50.96 ,$0.00,$10.04,$40.58,$50.62 ,,$0.34 ,,,,,,
"Mon, Feb 16",Dropship,114-4093122-4800255,01LJCVD,,Delivered,1Z81V6210363379632,0,1,$43.49,$43.49,$0.00,$6.52 ,$36.97 ,$0.00,$10.04,$25.95,$35.99 ,,$0.98 ,,,,,,
"Mon, Feb 16",Dropship,111-2746619-7165039,07BTZQ3,,Delivered,1Z0966F20340508439,0,1,$37.89,$37.89,$0.00,$5.68 ,$32.21 ,$0.00,$10.04,$20.58,$30.62 ,,$1.59 ,,,,,,
"Mon, Feb 16",Dropship,111-6991583-5757033,276JG27,,Delivered,1ZV36W130326617050,0,1,$43.49,$43.49,$0.00,$6.52 ,$36.97 ,$0.00,$10.04,$25.95,$35.99 ,,$0.98 ,,,,,,
"Mon, Feb 16",Dropship,112-7568402-3426639,01LJDKS,Item credit# 0188755 001,Label,1Z81V6210363385367,0,1,$48.99,$48.99,$0.00,$7.35 ,$41.64 ,$0.00,$10.04,$25.95,$35.99 ,,$5.65 ,,,,,,
"Mon, Feb 16",Dropship,114-2806123-3705849,25R2N8Z,,Delivered,1Z5808E40368093242,0,1,$43.49,$43.49,$0.00,$6.52 ,$36.97 ,$0.00,$10.04,$25.95,$35.99 ,,$0.98 ,,,,,,
"Mon, Feb 16",Dropship,112-8807386-0297044,25R2WZ6,,Delivered,1Z5808E40368129678,0,1,$43.49,$43.49,$0.00,$6.52 ,$36.97 ,$0.00,$10.04,$25.95,$35.99 ,,$0.98 ,,,,,,
"Mon, Feb 16",Dropship,111-6194374-5524243,07BT2HW,,"Delivered
Delivered","1Z0966F20340537818
1Z0966F20340537827",0,2,$42.39,$84.78,$29.99,$17.22 ,$97.55 ,$0.00,$12.41,$39.42,$91.25 ,,$6.30 ,,,,,,
"Mon, Feb 16",Dropship,113-4652257-4140200,25R2N9L,,Delivered,1Z5808E40368093279,0,1,$59.95,$59.95,$0.00,$8.99 ,$50.96 ,$0.00,$10.04,$40.58,$50.62 ,,$0.34 ,,,,,,
"Mon, Feb 16",Dropship,113-3216908-1500223,47Y3C2J,,"
Delivered
Delivered","1Z5RE6980333063371
1Z5RE6980333063380",0,2,$48.99,$97.98,$34.99,$19.95 ,$113.02 ,$0.00,$16.20,$25.78,$67.76 ,,$45.26 ,,,,,,
"Mon, Feb 16",Dropship,111-9771372-9392241,07BT9HS,,Delivered,1Z0966F20340558180,0,1,$59.95,$59.95,$0.00,$8.99 ,$50.96 ,$0.00,$10.04,$40.58,$50.62 ,,$0.34 ,,,,,,
"Mon, Feb 16",Dropship,114-6360557-2586648,276JPG9,,Delivered,1ZV36W130326649365,0,1,$59.95,$59.95,$0.00,$8.99 ,$50.96 ,$0.00,$10.04,$40.58,$50.62 ,,$0.34 ,,,,,,
"Mon, Feb 16",Dropship,114-0107011-5189846,07BVBBG,,Delivered,1Z035H9H0300236755,0,1,$43.49,$43.49,$0.00,$6.52 ,$36.97 ,$0.00,$10.04,$25.95,$35.99 ,,$0.98 ,,,,,,
"Mon, Feb 16",Dropship,112-5083777-8479401,01LJLQC,,Delivered,1Z5808E40368127938,0,1,$56.50,$56.50,$0.00,$8.48 ,$48.03 ,$0.00,$10.04,$34.79,$44.83 ,,$3.20 ,,,,,,
"Mon, Feb 16",Dropship,111-6191697-0192257,276JPHK,,"Delivered
Delivered
Delivered
Delivered","1ZV36W130326651478
1ZV36W130326651487
1ZV36W130326651503
1ZV36W130326651512",0,4,$24.10,$96.40,$34.99,$19.71 ,$111.68 ,$0.00,$10.04,$19.49,$88.00 ,,$23.68 ,,,,,,
"Mon, Feb 16",Dropship,111-9160809-5021817,25R2W53,,Delivered,1Z5808E40368129785,0,1,$37.89,$37.89,$0.00,$5.68 ,$32.21 ,$0.00,$10.04,$20.58,$30.62 ,,$1.59 ,,,,,,
"Mon, Feb 16",Dropship,114-0741887-9902637,01LJLWW,,Delivered,1Z035H9G0300243856,0,2,$19.50,$39.00,$18.99,$8.70 ,$49.29 ,$0.00,$10.04,$14.05,$38.14 ,,$11.15 ,,,,,,
"Mon, Feb 16",Dropship,112-2138814-9042641,25R2W63,,Delivered,1Z5808E40368128982,0,1,$44.70,$44.70,$0.00,$6.71 ,$38.00 ,$0.00,$10.04,$18.37,$28.41 ,,$9.59 ,,,,,,
"Mon, Feb 16",Dropship,114-3408508-6853038,25R2W7L,,Delivered,1Z5808E40368129490,0,1,$43.49,$43.49,$0.00,$6.52 ,$36.97 ,$0.00,$10.04,$25.95,$35.99 ,,$0.98 ,,,,,,
"Mon, Feb 16",Dropship,114-5336192-1303428,25R2W84,,Delivered,1Z5808E40368132093,0,1,$59.95,$59.95,$0.00,$8.99 ,$50.96 ,$0.00,$10.04,$40.58,$50.62 ,,$0.34 ,,,,,,
"Mon, Feb 16",Dropship,112-0308361-5901068,276JPLP,,Delivered,1ZV36W130326651674,0,1,$44.70,$44.70,$0.00,$6.71 ,$38.00 ,$0.00,$10.04,$18.37,$28.41 ,,$9.59 ,,,,,,
"Mon, Feb 16",Dropship,112-7250432-4070640,01LJL2Z,,"Delivered
Delivered","1Z035H9F0300228455
1Z035H9F0300228464",0,1,$77.35,$77.35,$0.00,$11.60 ,$65.75 ,$0.00,$10.04,$54.76,$64.80 ,,$0.95 ,,,,,,
"Mon, Feb 16",Dropship,111-1574500-1372244,25R2XBY,,Delivered,1Z5808E40368132306,0,1,$37.89,$37.89,$0.00,$5.68 ,$32.21 ,$0.00,$10.04,$20.58,$30.62 ,,$1.59 ,,,,,,
"Mon, Feb 16",Dropship,113-2028232-8215462,01LJL4G,,Delivered,1Z035H9G0300243990,0,1,$42.72,$42.72,$0.00,$6.41 ,$36.31 ,$0.00,$10.04,$18.37,$28.41 ,,$7.90 ,,,,,,
"Mon, Feb 16",Dropship,113-3912140-1945837,47Y3C56,,Delivered,1Z5RE6980333065780,0,1,$48.99,$48.99,$0.00,$7.35 ,$41.64 ,$0.00,$10.04,$25.95,$35.99 ,,$5.65 ,,,,,,
"Mon, Feb 16",Dropship,114-1180930-3929049,25R22CP,,Delivered,1Z5808E40368150706,0,1,$59.95,$59.95,$0.00,$8.99 ,$50.96 ,$0.00,$10.04,$40.58,$50.62 ,,$0.34 ,,,,,,
"Mon, Feb 16",Dropship,111-7935327-0293047,01LJL47,,"Delivered
Delivered","1Z035H9F0300228508
1Z035H9F0300228526",0,1,$77.49,$77.49,$0.00,$11.62 ,$65.87 ,$0.00,$10.04,$54.76,$64.80 ,,$1.07 ,,,,,,
"Mon, Feb 16",Dropship,113-5915020-6822651,276JPQY,,"Delivered
Delivered","1ZV36W130326650326
1ZV36W130326650335",0,1,$79.89,$79.89,$0.00,$11.98 ,$67.91 ,$0.00,$10.04,$54.76,$64.80 ,,$3.11 ,,,,,,
"Mon, Feb 16",Dropship,112-2778293-0681800,25R2XFF,,"Delivered
Delivered","1Z5808E40368131870
1Z5808E40368131889",0,2,$42.50,$85.00,$34.99,$18.00 ,$101.99 ,$0.00,$10.04,$18.37,$46.78 ,,$55.21 ,,,,,,
"Mon, Feb 16",Dropship,111-0892726-6158630,01LJL6Q,,"Delivered
Delivered","1Z81V6210363415226
1Z81V6210363415235",0,1,$77.35,$77.35,$0.00,$11.60 ,$65.75 ,$0.00,$10.04,$54.76,$64.80 ,,$0.95 ,,,,,,
"Mon, Feb 16",Dropship,111-7154748-3170606,25R2XGP,,Delivered,1Z5808E40368132164,0,1,$42.72,$42.72,$0.00,$6.41 ,$36.31 ,$0.00,$10.04,$18.37,$28.41 ,,$7.90 ,,,,,,
"Mon, Feb 16",Dropship,111-1048718-2833056,276JPSN,,"Delivered
Delivered","1ZV36W130326647910
1ZV36W130326647929",0,1,$77.49,$77.49,$0.00,$11.62 ,$65.87 ,$0.00,$10.04,$54.76,$64.80 ,,$1.07 ,,,,,,
"Mon, Feb 16",Dropship,114-4370408-6074619,47Y3C78,,Delivered,1Z5RE6980333065397,0,1,$42.72,$42.72,$0.00,$6.41 ,$36.31 ,$0.00,$10.04,$18.37,$28.41 ,,$7.90 ,,,,,,
"Mon, Feb 16",Dropship,112-2586714-3348251,21WTQ23,,Delivered,1Z0966FY0325007779,0,1,$44.70,$44.70,$0.00,$6.71 ,$38.00 ,$0.00,$10.04,$18.37,$28.41 ,,$9.59 ,,,,,,
"Mon, Feb 16",Dropship,114-8082435-1671420,07BT929,,Delivered,1Z0966F20340561265,0,1,$44.70,$44.70,$0.00,$6.71 ,$38.00 ,$0.00,$10.04,$18.37,$28.41 ,,$9.59 ,,,,,,
"Mon, Feb 16",Dropship,112-1301615-7903414,276JPT3,,Delivered,1ZV36W130326649196,0,1,$42.99,$42.99,$0.00,$6.45 ,$36.54 ,$0.00,$10.04,$14.53,$24.57 ,,$11.97 ,,,,,,
"Mon, Feb 16",Dropship,112-7255377-6571450,01LJNBX,,"Delivered
Delivered
Delivered","1Z035H9F0300228660
1Z035H9F0300228679
1Z035H9F0300228688",0,3,$44.70,$134.10,$44.99,$26.86 ,$152.23 ,$0.00,$13.76,$18.37,$68.87 ,,$83.36 ,,,,,,
"Mon, Feb 16",Dropship,112-3091516-2185813,25R22CG,,Delivered,1Z5808E40368150617,0,1,$43.49,$43.49,$0.00,$6.52 ,$36.97 ,$0.00,$10.04,$25.95,$35.99 ,,$0.98 ,,,,,,
"Mon, Feb 16",Dropship,111-6581905-4170661,47Y3C9W,,Delivered,1Z5RE6980333065548,0,1,$44.70,$44.70,$0.00,$6.71 ,$38.00 ,$0.00,$10.04,$18.37,$28.41 ,,$9.59 ,,,,,,
"Mon, Feb 16",Dropship,111-4686268-6990631,276JPWZ,,"Delivered
Delivered","1ZV36W130326654082
1ZV36W130326654091",0,1,$77.49,$77.49,$0.00,$11.62 ,$65.87 ,$0.00,$10.04,$54.76,$64.80 ,,$1.07 ,,,,,,
"Mon, Feb 16",Dropship,114-4611791-7565054,01LJQPK,,"Delivered
Delivered","1Z81V6210363436043
1Z81V6210363436052",0,1,$77.35,$77.35,$0.00,$11.60 ,$65.75 ,$0.00,$10.04,$54.76,$64.80 ,,$0.95 ,,,,,,
"Mon, Feb 16",Dropship,114-3597216-8016229,25R2XQJ,,"Delivered
Delivered","1Z5808E40368136286
1Z5808E40368136295",0,2,$44.70,$89.40,$34.99,$18.66 ,$105.73 ,$0.00,$10.04,$18.37,$46.78 ,,$58.95 ,,,,,,
"Mon, Feb 16",Dropship,112-7650096-1055432,21WTQ4V,,"Delivered
Delivered","1Z0966FY0325008303
1Z0966FY0325008312",0,2,$44.70,$89.40,$34.99,$18.66 ,$105.73 ,$0.00,$10.04,$18.37,$46.78 ,,$58.95 ,,,,,,
"Mon, Feb 16",Dropship,112-2736975-1956203,276JPY6,,Delivered,1ZV36W130326656133,0,1,$42.72,$42.72,$0.00,$6.41 ,$36.31 ,$0.00,$10.04,$18.37,$28.41 ,,$7.90 ,,,,,,
"Mon, Feb 16",Dropship,111-6104529-7984231,01LJNGZ,,Delivered,1Z035H9G0300244382,0,1,$19.49,$19.49,$0.00,$2.92 ,$16.57 ,$0.00,$10.04,$6.36,$16.40 ,,$0.17 ,,,,,,
"Mon, Feb 16",Dropship,112-8166254-4661808,276JPZP,,Delivered,1ZV36W130326661565,0,1,$67.99,$67.99,$0.00,$10.20 ,$57.79 ,$0.00,$10.04,$46.81,$56.85 ,,$0.94 ,,,,,,
"Mon, Feb 16",Dropship,112-6629920-1304218,01LJQRN,,Delivered,1Z81V6210363437739,0,1,$59.95,$59.95,$0.00,$8.99 ,$50.96 ,$0.00,$10.04,$40.58,$50.62 ,,$0.34 ,,,,,,
"Mon, Feb 16",Dropship,112-7696691-9885851,47Y3DCW,,Delivered,1Z5RE6980333065708,0,1,$44.70,$44.70,$0.00,$6.71 ,$38.00 ,$0.00,$10.04,$18.37,$28.41 ,,$9.59 ,,,,,,
"Mon, Feb 16",Dropship,112-2183364-8517854,21WTQ45,,Delivered,1Z0966FY0325009071,0,1,$44.70,$44.70,$0.00,$6.71 ,$38.00 ,$0.00,$10.04,$18.37,$28.41 ,,$9.59 ,,,,,,
"Mon, Feb 16",Dropship,114-0974617-4129808,47Y3DB8,,Delivered,1Z5RE6980333064263,0,1,$43.49,$43.49,$0.00,$6.52 ,$36.97 ,$0.00,$10.04,$25.95,$35.99 ,,$0.98 ,,,,,,
"Mon, Feb 16",Dropship,112-9136332-8553840,07BT94W,,Delivered,1Z035H9H0300236620,0,1,$44.70,$44.70,$0.00,$6.71 ,$38.00 ,$0.00,$10.04,$18.37,$28.41 ,,$9.59 ,,,,,,
"Mon, Feb 16",Dropship,113-8892238-1237040,01LJQS8,,Delivered,1Z81V6210363439862,0,1,$43.49,$43.49,$0.00,$6.52 ,$36.97 ,$0.00,$10.04,$25.95,$35.99 ,,$0.98 ,,,,,,
"Mon, Feb 16",Dropship,113-4292047-7689057,01LJQVH,,Delivered,1Z81V6210363439844,0,1,$43.49,$43.49,$0.00,$6.52 ,$36.97 ,$0.00,$10.04,$25.95,$35.99 ,,$0.98 ,,,,,,
"Mon, Feb 16",Dropship,113-1486507-8629028,01LJL9N,,Delivered,1Z0966F20340561381,0,1,$56.50,$56.50,$0.00,$8.48 ,$48.03 ,$0.00,$10.04,$34.79,$44.83 ,,$3.20 ,,,,,,
"Mon, Feb 16",Dropship,111-0406017-0129037,47Y3C79,,Delivered,1Z5RE6980333064549,0,1,$44.70,$44.70,$0.00,$6.71 ,$38.00 ,$0.00,$10.04,$18.37,$28.41 ,,$9.59 ,,,,,,
"Mon, Feb 16",Dropship,113-7248024-3181805,01LJL72,,Delivered,1Z035H9F0300228571,0,1,$43.49,$43.49,$0.00,$6.52 ,$36.97 ,$0.00,$10.04,$25.95,$35.99 ,,$0.98 ,,,,,,
"Mon, Feb 16",Dropship,114-6032101-4232233,276JPX6,,Delivered,9205590114429704004727,0,1,$35.99,$35.99,$0.00,$5.40 ,$30.59 ,$0.00,$10.04,$9.40,$19.44 ,,$11.15 ,,,,,,
"Mon, Feb 16",Dropship,114-1966951-1132259,276JPWX,,Delivered,1ZV36W130326655250,0,1,$48.99,$48.99,$0.00,$7.35 ,$41.64 ,$0.00,$10.04,$25.95,$35.99 ,,$5.65 ,,,,,,
"Mon, Feb 16",Dropship,111-8657463-3979407,07BT95Z,,Delivered,1Z0966F20340563558,0,1,$43.49,$43.49,$0.00,$6.52 ,$36.97 ,$0.00,$10.04,$25.95,$35.99 ,,$0.98 ,,,,,,
"Mon, Feb 16",Dropship,111-6153053-4534636,01LJNBZ,,"Delivered
Delivered","1Z035H9G0300244319
1Z035H9G0300244328",0,2,$42.50,$85.00,$34.99,$18.00 ,$101.99 ,$0.00,$10.04,$18.37,$46.78 ,,$55.21 ,,,,,,
"Mon, Feb 16",Dropship,111-7092211-4845056,25R2XLP,,Delivered,"1Z5808E4YW68130551
25R2XLP",0,1,$42.99,$42.99,$0.00,$6.45 ,$36.54 ,$0.00,$10.04,$14.53,$24.57 ,,$11.97 ,,,,,,
"Mon, Feb 16",Dropship,111-4269069-5793848,47Y3C8P,,Delivered,1Z5RE6980333064067,0,1,$42.72,$42.72,$0.00,$6.41 ,$36.31 ,$0.00,$10.04,$18.37,$28.41 ,,$7.90 ,,,,,,
"Mon, Feb 16",Dropship,112-0703156-7630665,25R2XJ4,,"Delivered
Delivered","1Z5808E40368130906
1Z5808E40368130915",0,1,$77.49,$77.49,$0.00,$11.62 ,$65.87 ,$0.00,$10.04,$54.76,$64.80 ,,$1.07 ,,,,,,
"Mon, Feb 16",Dropship,112-4036012-9452262,276JPSZ,,Delivered,1ZV36W130326650291,0,1,$37.89,$37.89,$0.00,$5.68 ,$32.21 ,$0.00,$10.04,$20.58,$30.62 ,,$1.59 ,,,,,,
"Mon, Feb 16",Dropship,113-1602928-3423440,01LJL7X,,Delivered,1Z035H9G0300244186,0,1,$37.89,$37.89,$0.00,$5.68 ,$32.21 ,$0.00,$10.04,$20.58,$30.62 ,,$1.59 ,,,,,,
"Tue, Feb 17",Dropship,113-0413938-4773804,07BT9XH,Item credit# 0188756 001,Delay,1Z0966F20340560391,0,1,$43.49,$43.49,$0.00,$6.52 ,$36.97 ,$0.00,$10.04,$25.95,$35.99 ,,$0.98 ,,,,,,
"Tue, Feb 17",Dropship,112-1335249-2948242,01LJL5X,,"Delivered
Delivered","1Z81V6210363418956
1Z81V6210363418965",0,2,$37.90,$75.80,$34.99,$16.62 ,$94.17 ,$0.00,$16.20,$25.78,$67.76 ,,$26.41 ,,,,,,
"Tue, Feb 17",Dropship,113-6864168-7921033,01LJL35,,Delivered,1Z81V6210363417288,0,1,$59.95,$59.95,$0.00,$8.99 ,$50.96 ,$0.00,$10.04,$40.58,$50.62 ,,$0.34 ,,,,,,
"Tue, Feb 17",Dropship,111-4887313-0081819,01LJL3Q,,Delivered,1Z035H9G0300243972,0,1,$43.49,$43.49,$0.00,$6.52 ,$36.97 ,$0.00,$10.04,$25.95,$35.99 ,,$0.98 ,,,,,,
"Tue, Feb 17",Dropship,114-2840493-3310606,276JPLT,,Delivered,1ZV36W130326651870,0,1,$48.99,$48.99,$0.00,$7.35 ,$41.64 ,$0.00,$10.04,$25.95,$35.99 ,,$5.65 ,,,,,,
"Tue, Feb 17",Dropship,113-5405392-6269848,21WTQYJ,,"Delivered
Delivered","1Z0966FY0325007868
1Z0966FY0325007877",0,1,$75.33,$75.33,$0.00,$11.30 ,$64.03 ,$0.00,$10.04,$54.76,$64.80 ,,($0.77),,,,,,
"Tue, Feb 17",Dropship,113-1239175-8814639,01LJLY4,,"Delivered
Delivered","1Z035H9G0300243918
1Z035H9G0300243927",0,1,$75.33,$75.33,$0.00,$11.30 ,$64.03 ,$0.00,$10.04,$54.76,$64.80 ,,($0.77),,,,,,
"Tue, Feb 17",Dropship,114-8417398-1364237,276JPKF,,"Delivered
Delivered","1ZV36W130326653056
1ZV36W130326653065",0,1,$75.33,$75.33,$0.00,$11.30 ,$64.03 ,$0.00,$10.04,$54.76,$64.80 ,,($0.77),,,,,,
"Tue, Feb 17",Dropship,112-9032302-1373003,07BT9NP,,Delivered,1Z0966F20340558037,0,1,$56.50,$56.50,$0.00,$8.48 ,$48.03 ,$0.00,$10.04,$34.79,$44.83 ,,$3.20 ,,,,,,
"Tue, Feb 17",Dropship,114-7476251-6603452,25R2Z9G,,"Delivered
Delivered","1Z5808E40368149638
1Z5808E40368149647",0,2,$37.90,$75.80,$34.99,$16.62 ,$94.17 ,$0.00,$16.20,$25.78,$67.76 ,,$26.41 ,,,,,,
"Tue, Feb 17",Dropship,114-0448573-9783401,25R2Z86,,"Delivered
Delivered","1Z5808E40368150028
1Z5808E40368150037",0,2,$37.90,$75.80,$34.99,$16.62 ,$94.17 ,$0.00,$16.20,$25.78,$67.76 ,,$26.41 ,,,,,,
"Tue, Feb 17",Dropship,114-7214014-7573839,01LJL59,,"Delivered
Delivered","1Z81V6210363420210
1Z81V6210363420229",0,1,$75.33,$75.33,$0.00,$11.30 ,$64.03 ,$0.00,$10.04,$54.76,$64.80 ,,($0.77),,,,,,
"Tue, Feb 17",Dropship,113-2267801-4141804,01LJL5Q,,Delivered,1Z035H9G0300244006,0,1,$59.95,$59.95,$0.00,$8.99 ,$50.96 ,$0.00,$10.04,$40.58,$50.62 ,,$0.34 ,,,,,,
"Tue, Feb 17",Dropship,112-9501678-0059452,07BT9VD,,"Delivered
Delivered","1Z0966F20340560444
1Z0966F20340560453",0,2,$37.90,$75.80,$34.99,$16.62 ,$94.17 ,$0.00,$16.20,$25.78,$67.76 ,,$26.41 ,,,,,,
"Tue, Feb 17",Dropship,111-2110708-0465069,01LJL4D,,"Delivered
Delivered
Delivered
Delivered","1Z81V6210363420069
1Z81V6210363420078
1Z81V6210363420087
1Z81V6210363420096",0,4,$59.49,$237.96,$74.99,$46.94 ,$266.01 ,$0.00,$15.99,$46.81,$203.23 ,,$62.78 ,,,,,,
"Tue, Feb 17",Dropship,112-1309921-6018648,25R2XBG,,"Delivered
Delivered","1Z5808E40368131601
1Z5808E40368131610",0,1,$75.33,$75.33,$0.00,$11.30 ,$64.03 ,$0.00,$10.04,$54.76,$64.80 ,,($0.77),,,,,,
"Tue, Feb 17",Dropship,113-5295954-8893034,01LJLZY,,"Delivered
Delivered","1Z81V6210363416985
1Z81V6210363416994",0,1,$75.33,$75.33,$0.00,$11.30 ,$64.03 ,$0.00,$10.04,$54.76,$64.80 ,,($0.77),,,,,,
"Tue, Feb 17",Dropship,113-4697145-8473004,276JPJZ,,"Delivered
Delivered","1ZV36W130326652379
1ZV36W130326652388",0,1,$75.33,$75.33,$0.00,$11.30 ,$64.03 ,$0.00,$10.04,$54.76,$64.80 ,,($0.77),,,,,,
"Tue, Feb 17",Dropship,113-6689732-9895424,01LJLV3,,"Delivered
Delivered","1Z81V6210363420863
1Z81V6210363420872",0,1,$75.33,$75.33,$0.00,$11.30 ,$64.03 ,$0.00,$10.04,$54.76,$64.80 ,,($0.77),,,,,,
"Tue, Feb 17",Dropship,113-5698097-4509060,25R2W4L,,Delivered,1Z5808E40368129918,0,1,$48.99,$48.99,$0.00,$7.35 ,$41.64 ,$0.00,$10.04,$25.95,$35.99 ,,$5.65 ,,,,,,
"Tue, Feb 17",Dropship,111-8065595-1516225,01LJQS9,,"Delivered
Delivered","1Z81V6210363444105
1Z81V6210363444114",0,1,$75.33,$75.33,$0.00,$11.30 ,$64.03 ,$0.00,$10.04,$54.76,$64.80 ,,($0.77),,,,,,
"Tue, Feb 17",Dropship,112-7082057-0062663,25R2W55,,"Delivered
Delivered
Delivered
Delivered","1Z5808E40368130095
1Z5808E40368130102
1Z5808E40368130111
1Z5808E40368130120",0,2,$75.33,$150.66,$29.99,$27.10 ,$153.55 ,$0.00,$10.48,$54.76,$120.00 ,,$33.55 ,,,,,,
"Tue, Feb 17",Dropship,111-5416995-8725834,25R2ZGK,,"Delivered
Delivered","1Z5808E40368143670
1Z5808E40368143689",0,1,$75.33,$75.33,$0.00,$11.30 ,$64.03 ,$0.00,$10.04,$54.76,$64.80 ,,($0.77),,,,,,
"Tue, Feb 17",Dropship,111-6984147-9733014,01LJLTD,,"Delivered
Delivered","1Z035H9F0300228357
1Z035H9F0300228366",0,1,$75.33,$75.33,$0.00,$11.30 ,$64.03 ,$0.00,$10.04,$54.76,$64.80 ,,($0.77),,,,,,
"Tue, Feb 17",Dropship,111-2192258-0993056,01LJQR3,,"Delivered
Delivered","1Z81V6210363440949
1Z81V6210363440958",0,1,$75.33,$75.33,$0.00,$11.30 ,$64.03 ,$0.00,$10.04,$54.76,$64.80 ,,($0.77),,,,,,
"Tue, Feb 17",Dropship,112-2324843-0476216,276JPF9,,"Delivered
Delivered","1ZV36W130326648544
1ZV36W130326648553",0,1,$75.33,$75.33,$0.00,$11.30 ,$64.03 ,$0.00,$10.04,$54.76,$64.80 ,,($0.77),,,,,,
"Tue, Feb 17",Dropship,112-0703122-7180263,01LJQP7,,"Delivered
Delivered","1Z81V6210363450134
1Z81V6210363450143",0,1,$75.33,$75.33,$0.00,$11.30 ,$64.03 ,$0.00,$10.04,$54.76,$64.80 ,,($0.77),,,,,,
"Tue, Feb 17",Dropship,111-6552622-3161818,276JPBR,,"Delivered
Delivered","1ZV36W130326652351
1ZV36W130326652360",0,1,$75.33,$75.33,$0.00,$11.30 ,$64.03 ,$0.00,$10.04,$54.76,$64.80 ,,($0.77),,,,,,
"Tue, Feb 17",Dropship,111-3064910-1971462,276JPBR,,"Delivered
Delivered","1ZV36W130326652351
1ZV36W130326652360",0,1,$75.33,$75.33,$0.00,$11.30 ,$64.03 ,$0.00,$10.04,$54.76,$64.80 ,,($0.77),,,,,,
"Tue, Feb 17",Dropship,111-2308566-7925028,01LJLJ3,,Delivered,1Z035H9G0300243285,0,1,$59.95,$59.95,$0.00,$8.99 ,$50.96 ,$0.00,$10.04,$40.58,$50.62 ,,$0.34 ,,,,,,
"Tue, Feb 17",Dropship,111-0222733-3051459,276JN8S,,"Delivered
Delivered","1ZV36W130326649749
1ZV36W130326649758",0,1,$75.33,$75.33,$0.00,$11.30 ,$64.03 ,$0.00,$10.04,$54.76,$64.80 ,,($0.77),,,,,,
"Tue, Feb 17",Dropship,113-1466236-1561852,25R2W2S,,"Delivered
Delivered","1Z5808E40368129543
1Z5808E40368129552",0,1,$75.33,$75.33,$0.00,$11.30 ,$64.03 ,$0.00,$10.04,$54.76,$64.80 ,,($0.77),,,,,,
"Tue, Feb 17",Dropship,113-7040724-1061032,01LJLQ6,,"Delivered
Delivered","1Z81V6210363421022
1Z81V6210363421040",0,1,$75.33,$75.33,$0.00,$11.30 ,$64.03 ,$0.00,$10.04,$54.76,$64.80 ,,($0.77),,,,,,
"Tue, Feb 17",Dropship,111-3661645-4979436,01LJLNX,,Delivered,1Z035H9F0300228348,0,1,$43.49,$43.49,$0.00,$6.52 ,$36.97 ,$0.00,$10.04,$25.95,$35.99 ,,$0.98 ,,,,,,
"Tue, Feb 17",Dropship,111-9367647-9760213,276JPDY,,"Delivered
Delivered","1ZV36W130326652717
1ZV36W130326652726",0,1,$75.33,$75.33,$0.00,$11.30 ,$64.03 ,$0.00,$10.04,$54.76,$64.80 ,,($0.77),,,,,,
"Tue, Feb 17",Dropship,113-4579291-3897001,07BT9DP,,Delivered,1Z0966F20340558260,0,1,$37.89,$37.89,$0.00,$5.68 ,$32.21 ,$0.00,$10.04,$20.58,$30.62 ,,$1.59 ,,,,,,
"Tue, Feb 17",Dropship,112-5661944-4769058,276JPC5,,"Delivered
Delivered","1ZV36W130326648848
1ZV36W130326648857",0,1,$75.33,$75.33,$0.00,$11.30 ,$64.03 ,$0.00,$10.04,$54.76,$64.80 ,,($0.77),,,,,,
"Tue, Feb 17",Dropship,112-3130433-8481856,276JPHP,,"Delivered
Delivered","1ZV36W130326648277
1ZV36W130326648286",0,1,$75.33,$75.33,$0.00,$11.30 ,$64.03 ,$0.00,$10.04,$54.76,$64.80 ,,($0.77),,,,,,
"Tue, Feb 17",Dropship,112-3108937-4614660,01LJL44,,"Delivered
Delivered","1ZV36W130326650791
1ZV36W130326650808",0,2,$53.95,$107.90,$34.99,$21.43 ,$121.46 ,$0.00,$13.40,$34.57,$82.54 ,,$38.92 ,,,,,,
"Tue, Feb 17",Dropship,113-8901059-8873009,276JPN2,,"Delivered
Delivered","1ZV36W130326649570
1ZV36W130326649589",0,1,$75.33,$75.33,$0.00,$11.30 ,$64.03 ,$0.00,$10.04,$54.76,$64.80 ,,($0.77),,,,,,
"Tue, Feb 17",Dropship,111-5774926-0493036,07BT9W3,,"Delivered
Delivered","1Z0966F20340561130
1Z0966F20340561149",0,2,$51.49,$102.98,$34.99,$20.70 ,$117.27 ,$0.00,$13.40,$34.37,$82.14 ,,$35.13 ,,,,,,
