Order Date,"Order
Type",Seller Order ID,Order ID,,Status,Tracking,Package Count,Qty,"Sale 
Price ","Sale 
price",Shipping Charged,"AMZ
Fee","Total 
Rate","Tax
fees",Shipping,"Unit 
cost","Total 
Cost ",Refund,Profit ,Loss,ROI,"Return
Refund","Veeqo 
Credits",3PL Cost,Net,Inventory
"Mon, Mar 9",Dropship,113-0103756-9713011,"276PR4C
276PR4Y",,"Delivered
Delivered
Delivered
Delivered","1ZV36W130327368667
1ZV36W130327368676
1ZV36W130327365295
1ZV36W130327365302",0,4,$39.94,$159.76,$54.99,$32.21 ,$182.54 ,$0.00,29.64,22.95,$121.44 ,,$61.10 ,,,,,,,
"Mon, Mar 9",Dropship,114-9847968-9470622,01LQS5V,,Delivered,1Z81V6210364180611,0,1,$46.99,$46.99,$0.00,$7.05 ,$39.94 ,$0.00,10.04,18.37,$28.41 ,,$11.53 ,,,,,,,
"Mon, Mar 9",Dropship,111-0958360-6044237,07B25TK,,Delivered,1Z0966F20341624794,0,1,$46.99,$46.99,$0.00,$7.05 ,$39.94 ,$0.00,10.04,18.37,$28.41 ,,$11.53 ,,,,,,,
"Mon, Mar 9",Dropship,112-1585241-0651417,21WXRQB,,Delivered,1Z035H9C0300418264,0,5,$10.25,$51.25,$27.99,$11.89 ,$67.35 ,$0.00,10.04,6.92,$44.64 ,,$22.71 ,,,,,,,
"Mon, Mar 9",Dropship,113-2509057-3241826,47Y6C74,,Delivered,1Z5RE6980333567774,0,1,$42.69,$42.69,$0.00,$6.40 ,$36.29 ,$0.00,10.04,23.13,$33.17 ,,$3.12 ,,,,,,,
"Mon, Mar 9",Dropship,111-5894159-0734626,25R8BK3,,Delivered,1Z5808E40369049799,0,1,$37.25,$37.25,$0.00,$5.59 ,$31.66 ,$0.00,10.04,18.37,$28.41 ,,$3.25 ,,,,,,,
"Mon, Mar 9",Dropship,114-3922686-2133043,47Y6C89,,Delivered,1Z5RE6980333568308,0,1,$49.45,$49.45,$0.00,$7.42 ,$42.03 ,$0.00,10.04,18.37,$28.41 ,,$13.62 ,,,,,,,
"Mon, Mar 9",Dropship,113-5408483-9977052,01LQTDR,,Delivered,1Z81V6210364185581,0,1,$35.95,$35.95,$0.00,$5.39 ,$30.56 ,$0.00,10.04,18.37,$28.41 ,,$2.15 ,,,,,,,
"Mon, Mar 9",Dropship,112-4241707-2667462,25R8BPW,,Delivered,1Z5808E40369050410,0,1,$35.95,$35.95,$0.00,$5.39 ,$30.56 ,$0.00,10.04,18.37,$28.41 ,,$2.15 ,,,,,,,
"Mon, Mar 9",Dropship,113-2337167-0614653,21WXRVK,,Delivered,1ZV36W130327373240,0,1,$71.50,$71.50,$0.00,$10.73 ,$60.78 ,$0.00,10.04,51.08,$61.12 ,,($0.34),,,,,,,
"Mon, Mar 9",Dropship,113-2247138-4024211,25R8BSP,,"Delivered
Delivered","1Z5808E40369051366
1Z5808E40369051375",0,2,$39.99,$79.98,$34.99,$17.25 ,$97.72 ,$0.00,16.2,25.78,$67.76 ,,$29.96 ,,,,,,,
"Mon, Mar 9",Dropship,113-7633644-2873024,47Y6DCR,,Delivered,1Z5RE6980333567550,0,1,$46.25,$46.25,$0.00,$6.94 ,$39.31 ,$0.00,10.04,25.95,$35.99 ,,$3.32 ,,,,,,,
"Mon, Mar 9",Dropship,112-8507995-0277037,01LQTK4,,Delivered,1Z81V6210364184966,0,1,$35.95,$35.95,$0.00,$5.39 ,$30.56 ,$0.00,10.04,18.37,$28.41 ,,$2.15 ,,,,,,,
"Mon, Mar 9",Dropship,113-9904709-6849021,"25R8BWS
25R8BXC",,"Delivered
Delivered
Delivered
Delivered
Delivered
Delivered
Delivered
Delivered
Delivered
Delivered","1Z5808E40369051535
1Z5808E40369051544
1Z5808E40369051553
1Z5808E40369051562
1Z5808E40369051571
1Z5808E40369049851
1Z5808E40369049860
1Z5808E40369049879
1Z5808E40369049888
1Z5808E40369049897",0,10,$32.50,$325.00,$74.99,$60.00 ,$339.99 ,$0.00,23.94,27.05,$294.44 ,,$45.55 ,,,,,,,
"Mon, Mar 9",Dropship,113-1600223-3677855,07B26DP,,Delivered,1Z0966F20341622116,0,1,$45.50,$45.50,$0.00,$6.83 ,$38.68 ,$0.00,10.04,27.38,$37.42 ,,$1.26 ,,,,,,,
"Mon, Mar 9",Dropship,111-6601064-5120242,47Y6DFR,,Delivered,1Z5RE6980333569816,0,1,$49.45,$49.45,$0.00,$7.42 ,$42.03 ,$0.00,10.04,18.37,$28.41 ,,$13.62 ,,,,,,,
"Mon, Mar 9",Dropship,113-7689225-3345825,07B26G5,,Delivered,1Z0966F20341623839,0,1,$48.49,$48.49,$0.00,$7.27 ,$41.22 ,$0.00,10.04,25.95,$35.99 ,,$5.23 ,,,,,,,
"Mon, Mar 9",Dropship,111-7031500-9233016,276PSLV,,Delivered,1ZV36W130327375480,0,1,$49.45,$49.45,$0.00,$7.42 ,$42.03 ,$0.00,10.04,18.37,$28.41 ,,$13.62 ,,,,,,,
"Mon, Mar 9",Dropship,112-0884148-1525813,01LQTN7,,Delivered,1Z81V6210364184902,0,1,$107.45,$107.45,$0.00,$16.12 ,$91.33 ,$0.00,11.51,77.83,$89.34 ,,$1.99 ,,,,,,,
"Mon, Mar 9",Dropship,114-5944573-8934627,07B26BJ,,Delivered,1Z0966F20341622741,0,1,$48.49,$48.49,$0.00,$7.27 ,$41.22 ,$0.00,10.04,25.95,$35.99 ,,$5.23 ,,,,,,,
"Mon, Mar 9",Dropship,111-6444965-3517863,25R8BVK,,Delivered,9205590114424806056520,0,4,$25.30,$101.20,$38.99,$21.03 ,$119.16 ,$0.00,10.04,9.35,$47.44 ,,$71.72 ,,,,,,,
"Tue, Mar 10",Dropship,112-9560204-1060215,21WXRV4,,Delivered,1Z5RE6980333568237,0,1,$46.99,$46.99,$0.00,$7.05 ,$39.94 ,$0.00,10.04,18.37,$28.41 ,,$11.53 ,,,,,,,
"Tue, Mar 10",Dropship,114-4292984-1814620,21WXS6D,,"Delivered
Delivered","1Z0966FY0325389545
1Z0966FY0325389554",0,2,$31.30,$62.60,$24.99,$13.14 ,$74.45 ,$0.00,10.04,27.38,$64.80 ,,$9.65 ,,,,,,,
"Tue, Mar 10",Dropship,113-4031419-0927465,25R8BR2,,Delivered,1Z5808E40369051357,0,1,$35.95,$35.95,$0.00,$5.39 ,$30.56 ,$0.00,10.04,18.37,$28.41 ,,$2.15 ,,,,,,,
"Tue, Mar 10",Dropship,113-3686066-2526607,07B256B,,Delivered,1Z035H9H0300355206,0,1,$48.49,$48.49,$0.00,$7.27 ,$41.22 ,$0.00,10.04,25.95,$35.99 ,,$5.23 ,,,,,,,
"Tue, Mar 10",Dropship,113-6212138-8242659,01LQTD2,,"Delivered
Delivered","1Z035H9F0300343419
1Z035H9F0300343428",0,2,$43.50,$87.00,$29.99,$17.55 ,$99.44 ,$0.00,10.04,39.86,$89.76 ,,$9.68 ,,,,,,,
"Tue, Mar 10",Dropship,111-3656296-4252213,01LQTCH,,"Delivered
Delivered","1Z035H9G0300371306
1Z035H9G0300371315",0,2,$33.10,$66.20,$24.99,$13.68 ,$77.51 ,$0.00,10.04,18.37,$46.78 ,,$30.73 ,,,,,,,
"Tue, Mar 10",Dropship,111-0472067-1804238,01LQS9Q,,Delivered,1Z035H9G0300371066,0,1,$45.10,$45.10,$0.00,$6.77 ,$38.34 ,$0.00,10.04,27.38,$37.42 ,,$0.91 ,,,,,,,
"Tue, Mar 10",Dropship,111-0634910-2647467,21WXRQ3,,Delivered,1Z5RE6980333568255,0,1,$35.95,$35.95,$0.00,$5.39 ,$30.56 ,$0.00,10.04,18.37,$28.41 ,,$2.15 ,,,,,,,
"Tue, Mar 10",Dropship,113-4591956-9137810,"07B25TQ
07B25T7",,"Delivered
Delivered
Delivered
Delivered
Delivered
Delivered","1Z0966F20341621233
1Z0966F20341621242
1Z0966F20341621251
1Z0966F20341621260
1Z0966F20341623446
1Z0966F20341623455",0,6,$33.00,$198.00,$54.99,$37.95 ,$215.04 ,$0.00,28.39,18.37,$138.61 ,,$76.43 ,,,,,,,
"Tue, Mar 10",Dropship,113-9381524-4987468,01LQS59,,Delivered,1Z035H9G0300370870,0,1,$45.10,$45.10,$0.00,$6.77 ,$38.34 ,$0.00,10.04,27.38,$37.42 ,,$0.91 ,,,,,,,
"Tue, Mar 10",Dropship,113-9352378-8334658,07B25SB,,Delivered,1Z0966F20341622027,0,1,$46.25,$46.25,$0.00,$6.94 ,$39.31 ,$0.00,10.04,25.95,$35.99 ,,$3.32 ,,,,,,,
"Tue, Mar 10",Dropship,114-8225358-6670602,01LQS5F,,Delivered,1Z035H9G0300370807,0,1,$37.25,$37.25,$0.00,$5.59 ,$31.66 ,$0.00,10.04,18.37,$28.41 ,,$3.25 ,,,,,,,
"Tue, Mar 10",Dropship,112-5184606-2791460,07B25RD,,Delivered,1Z0966F20341622456,0,1,$45.99,$45.99,$0.00,$6.90 ,$39.09 ,$0.00,10.04,25.71,$35.75 ,,$3.34 ,,,,,,,
"Tue, Mar 10",Dropship,112-8136974-8496261,07B25QT,,Delivered,1Z0966F20341623884,0,1,$45.99,$45.99,$0.00,$6.90 ,$39.09 ,$0.00,10.04,25.71,$35.75 ,,$3.34 ,,,,,,,
"Tue, Mar 10",Dropship,111-0908407-1685862,25R799Y,,Delivered,1Z5808E40369048138,0,1,$48.49,$48.49,$0.00,$7.27 ,$41.22 ,$0.00,10.04,25.95,$35.99 ,,$5.23 ,,,,,,,
"Tue, Mar 10",Dropship,114-0734561-4853056,276PR2X,,Delivered,1ZV36W130327366981,0,1,$42.69,$42.69,$0.00,$6.40 ,$36.29 ,$0.00,10.04,23.13,$33.17 ,,$3.12 ,,,,,,,
"Tue, Mar 10",Dropship,113-5374526-8840221,01LQSZT,,"Delivered
Delivered
Delivered","1Z81V6210364182646
1Z81V6210364182655
1Z81V6210364182664",0,3,$33.00,$99.00,$34.99,$20.10 ,$113.89 ,$0.00,13.76,18.37,$68.87 ,,$45.02 ,,,,,,,
"Tue, Mar 10",Dropship,114-8962401-0682621,01LQSYL,,Delivered,1Z81V6210364179034,0,1,$35.95,$35.95,$0.00,$5.39 ,$30.56 ,$0.00,10.04,18.37,$28.41 ,,$2.15 ,,,,,,,
"Tue, Mar 10",Dropship,114-0506341-2925825,21WXRLG,,Delivered,1Z035H9C0300418040,0,1,$42.69,$42.69,$0.00,$6.40 ,$36.29 ,$0.00,10.04,23.13,$33.17 ,,$3.12 ,,,,,,,
"Tue, Mar 10",Dropship,114-1892314-8461003,07B25J2,,Delivered,1Z0966F20341615946,0,1,$49.45,$49.45,$0.00,$7.42 ,$42.03 ,$0.00,10.04,18.37,$28.41 ,,$13.62 ,,,,,,,
"Tue, Mar 10",Dropship,112-4752382-1617869,25R8DZK,,"Delivered
Delivered","1Z5808E40369065422
1Z5808E40369065431",0,9,$7.49,$67.41,$37.99,$15.81 ,$89.59 ,$0.00,10.04,7.54,$77.90 ,,$11.69 ,,,,,,,
"Tue, Mar 10",Dropship,114-7007974-6465016,07B26LB,,Delivered,1Z035H9H0300355608,0,1,$48.49,$48.49,$0.00,$7.27 ,$41.22 ,$0.00,10.04,25.95,$35.99 ,,$5.23 ,,,,,,,
"Tue, Mar 10",Dropship,114-6413990-4341013,01LQTR7,,Delivered,1Z81V6210364188757,0,1,$35.95,$35.95,$0.00,$5.39 ,$30.56 ,$0.00,10.04,18.37,$28.41 ,,$2.15 ,,,,,,,
"Tue, Mar 10",Dropship,114-4719986-7422622,25R8DYS,,Delivered,1Z5808E40369068349,0,1,$45.10,$45.10,$0.00,$6.77 ,$38.34 ,$0.00,10.04,27.38,$37.42 ,,$0.91 ,,,,,,,
"Tue, Mar 10",Dropship,112-3084394-5422661,01LQWN9,,Delivered,1Z81V6210364211088,0,1,$35.95,$35.95,$0.00,$5.39 ,$30.56 ,$0.00,10.04,18.37,$28.41 ,,$2.15 ,,,,,,,
"Tue, Mar 10",Dropship,112-8780374-6645830,25R8B6Q,,"Delivered
Delivered","1Z5808E40369052347
1Z5808E40369052356",0,9,$7.49,$67.41,$37.99,$15.81 ,$89.59 ,$0.00,10.04,7.54,$77.90 ,,$11.69 ,,,,,,,
"Tue, Mar 10",Dropship,111-4597561-8327419,07B28FB,,Delivered,1Z0966F20341665348,0,1,$45.10,$45.10,$0.00,$6.77 ,$38.34 ,$0.00,10.04,27.38,$37.42 ,,$0.91 ,,,,,,,
"Tue, Mar 10",Dropship,112-1167574-9140255,01LQTY6,,Delivered,1Z035H9G0300371995,0,1,$35.95,$35.95,$0.00,$5.39 ,$30.56 ,$0.00,10.04,18.37,$28.41 ,,$2.15 ,,,,,,,
"Tue, Mar 10",Dropship,111-3217085-2947453,01LQTYG,,Delivered,1Z035H9F0300343875,0,1,$37.25,$37.25,$0.00,$5.59 ,$31.66 ,$0.00,10.04,18.37,$28.41 ,,$3.25 ,,,,,,,
"Tue, Mar 10",Dropship,114-8364276-5484225,01LQTXX,,Delivered,1Z81V6210364186768,0,1,$35.95,$35.95,$0.00,$5.39 ,$30.56 ,$0.00,10.04,18.37,$28.41 ,,$2.15 ,,,,,,,
"Tue, Mar 10",Dropship,114-8809645-4939439,01LQTXF,,Delivered,1Z81V6210364189274,0,1,$35.95,$35.95,$0.00,$5.39 ,$30.56 ,$0.00,10.04,18.37,$28.41 ,,$2.15 ,,,,,,,
"Tue, Mar 10",Dropship,112-0747557-1630669,01LQTWV,,Delivered,1Z035H9F0300343811,0,1,$35.95,$35.95,$0.00,$5.39 ,$30.56 ,$0.00,10.04,18.37,$28.41 ,,$2.15 ,,,,,,,
"Tue, Mar 10",Dropship,114-4583317-3880213,25R8B3X,,Delivered,1Z5808E40369054041,0,1,$45.10,$45.10,$0.00,$6.77 ,$38.34 ,$0.00,10.04,27.38,$37.42 ,,$0.91 ,,,,,,,
"Tue, Mar 10",Dropship,113-2353919-2541864,01LQTRY,,Delivered,1Z81V6210364185018,0,1,$35.95,$35.95,$0.00,$5.39 ,$30.56 ,$0.00,10.04,18.37,$28.41 ,,$2.15 ,,,,,,,
"Tue, Mar 10",Dropship,113-1714613-5646660,25R8BZC,,Delivered,1Z5808E40369051151,0,1,$35.95,$35.95,$0.00,$5.39 ,$30.56 ,$0.00,10.04,18.37,$28.41 ,,$2.15 ,,,,,,,
"Tue, Mar 10",Dropship,112-7587175-5534603,25R8BXD,,Delivered,1Z5808E40369051642,0,1,$46.25,$46.25,$0.00,$6.94 ,$39.31 ,$0.00,10.04,25.95,$35.99 ,,$3.32 ,,,,,,,
"Tue, Mar 10",Dropship,112-8837915-0347412,01LQTLT,,Delivered,1Z81V6210364184797,0,1,$37.25,$37.25,$0.00,$5.59 ,$31.66 ,$0.00,10.04,18.37,$28.41 ,,$3.25 ,,,,,,,
"Tue, Mar 10",Dropship,113-9832261-0213868,276PSGT,,"Delivered
Delivered","1ZV36W130327372063
1ZV36W130327372072",0,2,$33.10,$66.20,$24.99,$13.68 ,$77.51 ,$0.00,10.04,18.37,$46.78 ,,$30.73 ,,,,,,,
"Tue, Mar 10",Dropship,112-4005012-3433828,07B258P,,Delivered,1Z0966F20341625033,0,1,$46.25,$46.25,$0.00,$6.94 ,$39.31 ,$0.00,10.04,25.95,$35.99 ,,$3.32 ,,,,,,,
"Tue, Mar 10",Dropship,111-1312239-7553010,01LQTJP,,Delivered,1Z035H9G0300371557,0,1,$35.95,$35.95,$0.00,$5.39 ,$30.56 ,$0.00,10.04,18.37,$28.41 ,,$2.15 ,,,,,,,
"Tue, Mar 10",Dropship,113-3513422-3793025,01LQTH5,,Delivered,1Z81V6210364185821,0,1,$35.95,$35.95,$0.00,$5.39 ,$30.56 ,$0.00,10.04,18.37,$28.41 ,,$2.15 ,,,,,,,
"Tue, Mar 10",Dropship,114-3035036-2368206,276PSFD,,"Delivered
Delivered","1ZV36W130327371402
1ZV36W130327371411",0,2,$43.99,$87.98,$34.99,$18.45 ,$104.52 ,$0.00,15.83,27.86,$71.55 ,,$32.97 ,,,,,,,
"Tue, Mar 10",Dropship,112-7627825-3195439,276PSCG,,Delivered,1ZV36W130327375266,0,1,$49.45,$49.45,$0.00,$7.42 ,$42.03 ,$0.00,10.04,18.37,$28.41 ,,$13.62 ,,,,,,,
"Tue, Mar 10",Dropship,113-3733297-6149825,07B252W,,Delivered,1Z0966F20341625435,0,1,$46.99,$46.99,$0.00,$7.05 ,$39.94 ,$0.00,10.04,18.37,$28.41 ,,$11.53 ,,,,,,,
"Tue, Mar 10",Dropship,113-1925841-4445066,07B252H,,Delivered,1Z0966F20341620270,0,1,$48.49,$48.49,$0.00,$7.27 ,$41.22 ,$0.00,10.04,25.95,$35.99 ,,$5.23 ,,,,,,,
"Tue, Mar 10",Dropship,114-4666648-6513043,01LQTBP,,Delivered,1Z035H9F0300343339,0,1,$35.95,$35.95,$0.00,$5.39 ,$30.56 ,$0.00,10.04,18.37,$28.41 ,,$2.15 ,,,,,,,
"Tue, Mar 10",Dropship,111-7136443-0968254,07B25ZC,,Delivered,1Z035H9H0300355082,0,1,$37.25,$37.25,$0.00,$5.59 ,$31.66 ,$0.00,10.04,18.37,$28.41 ,,$3.25 ,,,,,,,
"Tue, Mar 10",Dropship,113-6958470-7930662,"01LQWLY
01LQWNK",,"Delivered
Delivered
Delivered
Delivered
Delivered
Delivered
Delivered
Delivered
Delivered
Delivered
Delivered
Delivered","1Z81V6210364201357
1Z81V6210364201366
1Z81V6210364201375
1Z81V6210364201384
1Z81V6210364201393
1Z81V6210364201400
1Z81V6210364201419
1Z81V6210364201428
1Z81V6210364201437
1Z81V6210364201446
1Z81V6210364209617
1Z81V6210364209626",0,4,$44.95,$179.80,$54.99,$35.22 ,$199.57 ,$0.00,25.28,35.4,$166.88 ,,$32.69 ,,,,,,,
"Tue, Mar 10",Dropship,114-5898043-4733055,07B25YN,,Delivered,1Z035H9H0300355037,0,1,$46.25,$46.25,$0.00,$6.94 ,$39.31 ,$0.00,10.04,25.95,$35.99 ,,$3.32 ,,,,,,,
"Tue, Mar 10",Dropship,112-7777718-2141062,25R8BJJ,,Delivered,1Z5808E40369046318,0,1,$37.25,$37.25,$0.00,$5.59 ,$31.66 ,$0.00,10.04,18.37,$28.41 ,,$3.25 ,,,,,,,
"Tue, Mar 10",Dropship,113-9230818-8224215,07B25XR,,"Delivered
Delivered","1Z0966F20341622090
1Z0966F20341622107",0,2,$49.45,$98.90,$34.99,$20.08 ,$113.81 ,$0.00,10.04,18.37,$46.78 ,,$67.03 ,,,,,,,
"Tue, Mar 10",Dropship,114-4299261-6787415,07B25WN,,Delivered,1Z035H9H0300355000,0,1,$46.25,$46.25,$0.00,$6.94 ,$39.31 ,$0.00,10.04,25.95,$35.99 ,,$3.32 ,,,,,,,
"Tue, Mar 10",Dropship,112-1202411-0421843,01LQS6R,,Delivered,1Z035H9G0300370914,0,1,$37.25,$37.25,$0.00,$5.59 ,$31.66 ,$0.00,10.04,18.37,$28.41 ,,$3.25 ,,,,,,,
"Tue, Mar 10",Dropship,111-5228649-6207428,276PR3S,,Delivered,1ZV36W130327367533,0,1,$35.95,$35.95,$0.00,$5.39 ,$30.56 ,$0.00,10.04,18.37,$28.41 ,,$2.15 ,,,,,,,
"Tue, Mar 10",Dropship,112-2982084-0888204,01LQS3J,,Delivered,1Z035H9F0300342929,0,1,$35.95,$35.95,$0.00,$5.39 ,$30.56 ,$0.00,10.04,18.37,$28.41 ,,$2.15 ,,,,,,,
"Tue, Mar 10",Dropship,111-7628298-3158657,25R8DTV,,Delivered,1Z5808E40369066412,0,1,$48.49,$48.49,$0.00,$7.27 ,$41.22 ,$0.00,10.04,25.95,$35.99 ,,$5.23 ,,,,,,,
"Tue, Mar 10",Dropship,111-6422161-8599445,21WXRK7,,"Delivered
Delivered","1Z5RE6980333566640
1Z5RE6980333566659",0,2,$33.10,$66.20,$24.99,$13.68 ,$77.51 ,$0.00,10.04,18.37,$46.78 ,,$30.73 ,,,,,,,
"Tue, Mar 10",Dropship,114-0077517-5767432,21WXRNT,,Delivered,1Z5RE6980333567792,0,1,$35.95,$35.95,$0.00,$5.39 ,$30.56 ,$0.00,10.04,18.37,$28.41 ,,$2.15 ,,,,,,,
"Tue, Mar 10",Dropship,111-0423232-5517807,01LQSYJ,,Delivered,1Z035H9F0300342901,0,1,$46.25,$46.25,$0.00,$6.94 ,$39.31 ,$0.00,10.04,25.95,$35.99 ,,$3.32 ,,,,,,,
"Tue, Mar 10",Dropship,111-2498332-8687467,01LQS2B,,Delivered,1Z035H9F0300342910,0,1,$35.95,$35.95,$0.00,$5.39 ,$30.56 ,$0.00,10.04,18.37,$28.41 ,,$2.15 ,,,,,,,
"Tue, Mar 10",Dropship,114-9851921-1713837,276PRY2,,Delivered,1ZV36W130327367686,0,1,$46.99,$46.99,$0.00,$7.05 ,$39.94 ,$0.00,10.04,18.37,$28.41 ,,$11.53 ,,,,,,,
"Tue, Mar 10",Dropship,112-4785280-8096228,21WXRNZ,,"Delivered
Delivered","1ZV36W130327365580
1ZV36W130327365599",0,2,$37.25,$74.50,$34.99,$16.42 ,$93.07 ,$0.00,10.04,18.37,$46.78 ,,$46.29 ,,,,,,,
"Tue, Mar 10",Dropship,111-8396312-4673039,01LQS54,,Delivered,1Z035H9G0300370861,0,1,$35.95,$35.95,$0.00,$5.39 ,$30.56 ,$0.00,10.04,18.37,$28.41 ,,$2.15 ,,,,,,,
"Tue, Mar 10",Dropship,111-3139834-2132229,47Y6C6T,,Delivered,1Z5RE6980333569030,0,1,$35.95,$35.95,$0.00,$5.39 ,$30.56 ,$0.00,10.04,18.37,$28.41 ,,$2.15 ,,,,,,,
"Tue, Mar 10",Dropship,113-9762978-7121836,01LQTHC,,Delivered,1Z81V6210364184813,0,1,$35.95,$35.95,$0.00,$5.39 ,$30.56 ,$0.00,10.04,18.37,$28.41 ,,$2.15 ,,,,,,,
"Tue, Mar 10",Dropship,114-4613086-2853823,276PSC5,,Delivered,1ZV36W130327371644,0,1,$35.95,$35.95,$0.00,$5.39 ,$30.56 ,$0.00,10.04,18.37,$28.41 ,,$2.15 ,,,,,,,
"Tue, Mar 10",Dropship,111-7411520-2970650,25R8BQW,,Delivered,1Z5808E40369050081,0,1,$35.95,$35.95,$0.00,$5.39 ,$30.56 ,$0.00,10.04,18.37,$28.41 ,,$2.15 ,,,,,,,
"Tue, Mar 10",Dropship,113-0716336-3510643,25R8BWD,,"Delivered
Delivered
Delivered","1Z5808E40369050509
1Z5808E40369050518
1Z5808E40369050527",0,3,$32.50,$97.50,$34.99,$19.87 ,$112.62 ,$0.00,10.04,27.05,$91.19 ,,$21.43 ,,,,,,,
"Tue, Mar 10",Dropship,112-9396138-4795448,07B26DG,,Delivered,1Z0966F20341624445,0,1,$48.49,$48.49,$0.00,$7.27 ,$41.22 ,$0.00,10.04,25.95,$35.99 ,,$5.23 ,,,,,,,
"Tue, Mar 10",Dropship,113-8840377-0753040,21WXRYL,,Delivered,1Z0966FY0325384960,0,1,$46.25,$46.25,$0.00,$6.94 ,$39.31 ,$0.00,10.04,25.95,$35.99 ,,$3.32 ,,,,,,,
"Tue, Mar 10",Dropship,114-5616492-3803422,25R8BZ6,,Delivered,1Z5808E40369051197,0,1,$67.50,$67.50,$0.00,$10.13 ,$57.38 ,$0.00,10.04,46.26,$56.30 ,,$1.08 ,,,,,,,
"Tue, Mar 10",Dropship,113-2816567-7993854,01LQTTQ,,Delivered,1Z035H9F0300343642,0,1,$46.25,$46.25,$0.00,$6.94 ,$39.31 ,$0.00,10.04,25.95,$35.99 ,,$3.32 ,,,,,,,
"Tue, Mar 10",Dropship,114-7484416-5031402,21WXSZ6,,"Delivered
Delivered","1Z0966FY0325389143
1Z0966FY0325389152",0,2,$25.05,$50.10,$24.99,$11.26 ,$63.83 ,$0.00,11.01,23.21,$57.43 ,,$6.40 ,,,,,,,
"Tue, Mar 10",Dropship,112-0323184-9885009,01LQWFG,,Delivered,1Z81V6210364191672,0,1,$35.95,$35.95,$0.00,$5.39 ,$30.56 ,$0.00,10.04,18.37,$28.41 ,,$2.15 ,,,,,,,
"Tue, Mar 10",Dropship,111-9068721-9121062,25R8CKV,,Delivered,1Z5808E40369054747,0,1,$48.49,$48.49,$0.00,$7.27 ,$41.22 ,$0.00,10.04,25.95,$35.99 ,,$5.23 ,,,,,,,
"Tue, Mar 10",Dropship,114-6196780-6276212,01LQVD2,,Delivered,1Z035H9F0300344598,0,1,$46.25,$46.25,$0.00,$6.94 ,$39.31 ,$0.00,10.04,25.95,$35.99 ,,$3.32 ,,,,,,,
"Tue, Mar 10",Dropship,113-8459925-1997809,47Y6DRC,,Delivered,9205590114430304661227,0,1,$37.74,$37.74,$0.00,$5.66 ,$32.08 ,$0.00,10.04,20.58,$30.62 ,,$1.46 ,,,,,,,
"Tue, Mar 10",Dropship,112-1235648-2069847,01LQWC8,,Delivered,1Z81V6210364192082,0,1,$46.25,$46.25,$0.00,$6.94 ,$39.31 ,$0.00,10.04,25.95,$35.99 ,,$3.32 ,,,,,,,
"Tue, Mar 10",Dropship,112-6511330-1333824,01LQWCV,,"Delivered
Delivered
Delivered
Delivered","1Z81V6210364193876
1Z81V6210364193885
1Z81V6210364193894
1Z81V6210364193901",0,2,$69.49,$138.98,$29.99,$25.35 ,$143.62 ,$0.00,10.48,54.76,$120.00 ,,$23.62 ,,,,,,,
"Tue, Mar 10",Dropship,113-5967728-0401008,276PS3R,,Delivered,1ZV36W130327373875,0,1,$46.25,$46.25,$0.00,$6.94 ,$39.31 ,$0.00,10.04,25.95,$35.99 ,,$3.32 ,,,,,,,
"Tue, Mar 10",Dropship,113-7007605-5257068,01LQV7X,,Delivered,1Z035H9F0300345524,0,1,$46.25,$46.25,$0.00,$6.94 ,$39.31 ,$0.00,10.04,25.95,$35.99 ,,$3.32 ,,,,,,,
"Tue, Mar 10",Dropship,112-0526051-3215403,25R8DNJ,,Delivered,1Z5808E40369062783,0,1,$49.45,$49.45,$0.00,$7.42 ,$42.03 ,$0.00,10.04,18.37,$28.41 ,,$13.62 ,,,,,,,
"Tue, Mar 10",Dropship,112-6436235-8310644,07B27ZY,,Delivered,1Z0966F20341633944,0,1,$45.10,$45.10,$0.00,$6.77 ,$38.34 ,$0.00,10.04,27.38,$37.42 ,,$0.91 ,,,,,,,
"Tue, Mar 10",Dropship,112-2632920-2261858,47Y6D6Y,,Delivered,1Z5RE6980333573856,0,1,$46.25,$46.25,$0.00,$6.94 ,$39.31 ,$0.00,10.04,25.95,$35.99 ,,$3.32 ,,,,,,,
"Tue, Mar 10",Dropship,113-0471861-8006632,25R8DHQ,Credit 0193564 001 and 0193564 002,Label,1Z5808E40369062283,0,1,$48.49,$48.49,$0.00,$7.27 ,$41.22 ,$0.00,10.04,25.95,$35.99 ,,$5.23 ,,,,,,,
"Tue, Mar 10",Dropship,112-1021477-7067448,01LQV8H,,Delivered,1Z035H9F0300345588,0,1,$48.49,$48.49,$0.00,$7.27 ,$41.22 ,$0.00,10.04,25.95,$35.99 ,,$5.23 ,,,,,,,
"Tue, Mar 10",Dropship,113-8233394-8477059,01LQV7W,,Delivered,1Z81V6210364192493,0,1,$46.49,$46.49,$0.00,$6.97 ,$39.52 ,$0.00,10.04,25.95,$35.99 ,,$3.53 ,,,,,,,
"Tue, Mar 10",Dropship,113-4050163-8317038,47Y6D66,,Delivered,1Z5RE6980333574417,0,1,$49.45,$49.45,$0.00,$7.42 ,$42.03 ,$0.00,10.04,18.37,$28.41 ,,$13.62 ,,,,,,,
"Tue, Mar 10",Dropship,114-1540693-1129860,21WXS3Y,,Delivered,1Z0966FY0325389723,0,1,$42.69,$42.69,$0.00,$6.40 ,$36.29 ,$0.00,10.04,23.13,$33.17 ,,$3.12 ,,,,,,,
